release_date,collected_from,collected_to,NGC,target_name,filters,jpeg,proposal
2024-05-18,2023-05-17 19:20:46.553,2023-05-17 22:47:44.419,4449,NGC4449-NIRCAM,115 187 300 335 444,mast:JWST/product/jw01783-o006_t006_nircam_clear-f115w_i2d.jpg,1783
2024-05-17,2023-05-17 07:02:04.884,2023-05-17 08:01:04.791,4639,NGC4639,115 356,mast:JWST/product/jw01995-o022_t021_niriss_clear-f115w_i2d.jpg,1995
2024-05-17,2023-05-16 22:46:28.121,2023-05-16 23:29:15.061,4449,NGC4449-MIRI,560 770,mast:JWST/product/jw01783-o010_t012_miri_f560w_i2d.jpg,1783
2024-05-17,2023-05-17 05:24:14.164,2023-05-17 06:39:03.260,4424,NGC4424,115,mast:JWST/product/jw01995-o012_t012_niriss_clear-f115w_i2d.jpg,1995
2024-05-15,2024-05-15 07:45:12.112,2024-05-15 09:16:52.386,3511,NGC3511, 150  187  300  335  770 2100,mast:JWST/product/jw03707-o042_t024_nircam_clear-f150w_i2d.jpg,3707
2024-05-13,2024-05-12 16:42:10.781,2024-05-12 18:09:10.800,3137,NGC3137, 150  187  300  335  770 2100,mast:JWST/product/jw03707-o036_t020_nircam_clear-f150w_i2d.jpg,3707
2024-05-13,2024-05-12 14:33:36.037,2024-05-12 16:01:03.768,3059,NGC3059, 150  187  300  335  770 2100,mast:JWST/product/jw03707-o034_t019_nircam_clear-f150w_i2d.jpg,3707
2024-05-13,2023-05-12 23:30:16.249,2023-05-13 03:09:27.502,0,IC5063,560,mast:JWST/product/jw02004-o003_t001_miri_f560w-brightsky_i2d.jpg,2004
2024-05-12,2023-04-26 08:38:21.793,2023-05-12 06:15:52.027,0,SERPENS-MAIN,140 210 480,mast:JWST/product/jw01611-o002_t004_nircam_clear-f140m_i2d.jpg,1611
2024-05-04,2024-05-04 05:37:30.555,2024-05-04 11:50:20.637,2997,NGC2997, 150  187  300  335  770 2100,mast:JWST/product/jw03707-o032_t018_nircam_clear-f150w_i2d.jpg,3707
2024-05-03,2024-04-23 11:04:25.433,2024-04-23 12:26:27.111,2525,NGC-2525, 90 150 277,mast:JWST/product/jw02875-o001_t001_niriss_clear-f090w_i2d.jpg,2875
2024-05-01,2024-05-01 04:47:46.403,2024-05-01 07:12:38.035,3368,NGC3368, 150  187  300  335  770 2100,mast:JWST/product/jw03707-o126_t023_nircam_clear-f150w_i2d.jpg,3707
2024-05-01,2024-04-30 19:24:53.380,2024-05-01 00:08:58.092,2903,NGC2903, 150  187  300  335  770 2100,mast:JWST/product/jw03707-o030_t017_nircam_clear-f150w_i2d.jpg,3707
2024-04-30,2024-04-30 00:17:34.235,2024-04-30 02:51:24.426,3521,NGC3521, 150  187  300  335  770 2100,mast:JWST/product/jw03707-o046_t026_nircam_clear-f150w_i2d.jpg,3707
2024-04-29,2024-04-29 05:56:57.077,2024-04-29 06:49:55.217,0,COSMOS_SN1,115 150 277 444,mast:JWST/product/jw06585-o012_t001_nircam_clear-f115w_i2d.jpg,6585
2024-04-28,2023-04-28 09:39:00.009,2023-04-28 10:10:29.867,0,CLOUDEF-CENTER, 770 2100,mast:JWST/product/jw02092-o008_t001_miri_f770w_i2d.jpg,2092
2024-04-28,2023-04-27 22:21:43.564,2023-04-27 23:26:53.596,2992,NGC-2992, 560 1000 1500 1800 2100,mast:JWST/product/jw02064-o003_t002_miri_f560w-sub256_i2d.jpg,2064
2024-04-27,2023-03-19 12:36:08.890,2023-03-19 15:35:16.979,0,CLOUDEF-CENTER, 162  210  360  480  770 2100,mast:JWST/product/jw02092-o002_t001_nircam_f150w2-f162m_i2d.jpg,2092
2024-04-26,2023-04-25 09:16:12.983,2023-04-25 12:52:18.754,602,NGC-602,115 140 150 210 277 335 356 480,mast:JWST/product/jw02662-o001_t001_nircam_clear-f115w_i2d.jpg,2662
2024-04-25,2023-04-15 15:08:19.262,2023-04-25 05:35:42.044,0,BRICK-IKP2016-G0.253+0.015, 187  212  410  444  466 2550,mast:JWST/product/jw02221-o002_t001_nircam_clear-f187n_i2d.jpg,2221
2024-04-25,2024-04-25 10:20:08.574,2024-04-25 11:48:00.625,3507,NGC3507, 150  187  300  335  770 2100,mast:JWST/product/jw03707-o044_t025_nircam_clear-f150w_i2d.jpg,3707
2024-04-24,2024-04-24 11:01:18.032,2024-04-24 12:46:28.610,3344,NGC3344, 770 2100,mast:JWST/product/jw03707-o123_t022_miri_f770w_i2d.jpg,3707
2024-04-24,2024-04-24 10:13:11.891,2024-04-24 10:37:10.665,3239,NGC3239, 150  187  300  335  770 2100,mast:JWST/product/jw03707-o038_t021_nircam_clear-f150w_i2d.jpg,3707
2024-04-22,2023-04-21 03:25:46.273,2023-04-25 02:24:19.367,0,LDN-663, 70  90 115 150 200 277 356 444,mast:JWST/product/jw01187-o011_t001_nircam_clear-f070w_i2d.jpg,1187
2024-04-22,2023-04-19 07:19:41.801,2023-04-19 08:59:38.334,0,SN-2010JL, 560  770 1000,mast:JWST/product/jw01860-o005_t004_miri_f560w_i2d.jpg,1860
2024-04-22,2023-04-20 04:04:17.858,2023-04-20 05:41:53.353,0,SN-2005IP, 560  770 1000,mast:JWST/product/jw01860-o003_t002_miri_f560w_i2d.jpg,1860
2024-04-21,2024-04-21 16:16:07.583,2024-04-21 17:51:02.161,2775,NGC2775, 150  187  300  335  770 2100,mast:JWST/product/jw03707-o028_t016_nircam_clear-f150w_i2d.jpg,3707
2024-04-19,2023-04-18 21:30:34.493,2023-04-18 22:45:22.882,3972,NGC3972,115 356,mast:JWST/product/jw01995-o017_t017_niriss_clear-f115w_i2d.jpg,1995
2024-04-19,2023-04-18 23:19:11.680,2023-04-19 00:36:03.772,3031,M-81, 90 115 150 277 356 444,mast:JWST/product/jw01638-o003_t003_niriss_clear-f090w_i2d.jpg,1638
2024-04-19,2023-04-18 13:20:33.991,2023-04-18 15:40:56.475,0,LDN-483, 560  770 1000,mast:JWST/product/jw02151-o003_t003_miri_f560w_i2d.jpg,2151
2024-04-16,2023-04-16 00:51:34.260,2023-04-16 21:06:03.909,0,LDN-663, 70  90 300 356,mast:JWST/product/jw01187-o012_t001_nircam_clear-f070w_i2d.jpg,1187
2024-04-15,2024-04-12 06:34:35.238,2024-04-12 07:15:36.766,0,SN2023dbc, 770 1000 1500 2100,mast:JWST/product/jw03921-o039_t041_miri_f770w_i2d.jpg,3921
2024-04-13,2023-04-13 06:03:43.153,2023-04-18 12:44:40.997,0,SGRA,210 480,mast:JWST/product/jw02235-o001_t001_nircam_clear-f210m-sub640_i2d.jpg,2235
2024-04-13,2023-04-12 11:15:11.692,2023-04-12 22:32:40.997,0,LEO-P,150,mast:JWST/product/jw01617-o001_t001_nircam_clear-f150w_i2d.jpg,1617
2024-04-13,2023-04-08 06:07:03.734,2023-04-09 00:51:44.075,0,LEO-P, 90 277,mast:JWST/product/jw01617-o001_t001_nircam_clear-f090w_i2d.jpg,1617
2024-04-11,2024-04-10 10:21:06.312,2024-04-10 12:49:06.935,2566,NGC2566, 150  200  300  335  770 2100,mast:JWST/product/jw03707-o026_t015_nircam_clear-f150w_i2d.jpg,3707
2024-04-10,2024-04-10 06:23:52.819,2024-04-10 07:05:10.987,0,SN2017gkp, 770 1000 1500 2100,mast:JWST/product/jw03921-o020_t021_miri_f770w_i2d.jpg,3921
2024-04-10,2023-04-09 20:36:28.274,2023-04-09 22:42:28.798,6121,M-4,150 322,mast:JWST/product/jw01979-o002_t002_niriss_clear-f150w_i2d.jpg,1979
2024-04-10,2023-04-10 02:15:09.672,2023-04-10 02:24:57.521,6121,M-4-shift,150 322,mast:JWST/product/jw01979-o003_t003_niriss_clear-f150w_i2d.jpg,1979
2024-04-09,2024-04-08 21:52:42.150,2024-04-08 22:34:08.637,0,SN2017gci, 770 1000 1500 2100,mast:JWST/product/jw03921-o019_t020_miri_f770w_i2d.jpg,3921
2024-04-05,2023-04-04 10:03:44.836,2023-04-05 05:51:21.195,0,CL-WESTERLUND-1, 770 1000 1130,mast:JWST/product/jw01905-o002_t001_miri_f770w_i2d.jpg,1905
2024-04-05,2023-03-31 05:23:01.002,2023-04-05 10:15:09.467,0,CL-WESTERLUND-1,115 150 164 187 200 212 277 323 444 466,mast:JWST/product/jw01905-o001_t001_nircam_clear-f115w_i2d.jpg,1905
2024-04-03,2024-04-03 16:37:03.204,2024-04-03 21:01:48.237,0,IR07251, 560  770 1500,mast:JWST/product/jw03368-c1001_t003_miri_f560w-brightsky_i2d.jpg,3368
2024-04-03,2024-04-02 16:34:40.411,2024-04-02 17:17:05.202,0,SN2014bi, 770 1000 1500 2100,mast:JWST/product/jw03921-o012_t013_miri_f770w_i2d.jpg,3921
2024-04-03,2023-04-01 19:31:39.661,2023-04-01 20:43:21.056,3031,M-81-MIRI, 560  770 1130,mast:JWST/product/jw02016-o017_t017_miri_f560w_i2d.jpg,2016
2024-03-29,2023-03-28 14:47:06.343,2023-03-28 17:26:32.097,0,CLOUDEF-REFERENCE, 770 2100,mast:JWST/product/jw02092-o006_t002_miri_f770w_i2d.jpg,2092
2024-03-24,2023-03-23 13:07:13.029,2023-03-23 14:29:10.505,0,ARP220-INT-MIRI, 560  770 1130,mast:JWST/product/jw01267-o003_t002_miri_f560w_i2d.jpg,1267
2024-03-24,2023-03-24 04:23:47.297,2023-03-24 05:36:32.500,4258,NGC-4258-MIRI, 560  770 1130,mast:JWST/product/jw02016-o008_t008_miri_f560w_i2d.jpg,2016
2024-03-21,2023-03-21 03:28:34.123,2023-03-21 06:20:58.694,0,HH-111-IRS, 560  770 1130,mast:JWST/product/jw01293-o001_t001_miri_f560w_i2d.jpg,1293
2024-03-20,2023-03-20 07:15:37.428,2023-03-20 08:12:31.864,0,CLOUDEF-REFERENCE,162 210 360 480,mast:JWST/product/jw02092-o005_t002_nircam_f150w2-f162m_i2d.jpg,2092
2024-03-20,2023-03-19 17:09:26.998,2023-03-19 18:59:51.143,0,CENA-NUC, 560  770 1130,mast:JWST/product/jw01269-o002_t001_miri_f560w_i2d.jpg,1269
2024-03-20,2023-03-19 19:17:45.102,2023-03-19 19:49:31.620,0,CENA-BACKGR, 560  770 1130,mast:JWST/product/jw01269-o003_t002_miri_f560w_i2d.jpg,1269
2024-03-17,2023-03-17 17:25:59.833,2023-03-17 18:17:10.638,0,GALCEN,212 444,mast:JWST/product/jw01939-o003_t001_nircam_clear-f212n_i2d.jpg,1939
2024-03-17,2023-03-17 02:02:10.366,2023-03-17 03:24:16.226,0,CRAB-NEBULA-FIL1, 770 1500 2550,mast:JWST/product/jw01714-o004_t002_miri_f770w_i2d.jpg,1714
2024-03-17,2023-03-17 03:44:42.808,2023-03-17 05:06:43.036,0,CRAB-NEBULA-FIL2, 770 1500 2550,mast:JWST/product/jw01714-o005_t003_miri_f770w_i2d.jpg,1714
2024-03-16,2024-03-16 08:45:16.069,2024-03-16 09:26:31.484,0,SN2019esa, 770 1000 1500 2100,mast:JWST/product/jw03921-o025_t026_miri_f770w_i2d.jpg,3921
2024-03-16,2024-03-15 15:43:41.728,2024-03-15 16:24:43.192,0,SN2023ixf, 770 1000 1500 2100,mast:JWST/product/jw03921-o040_t042_miri_f770w_i2d.jpg,3921
2024-03-16,2024-03-16 06:36:27.436,2024-03-16 07:17:53.924,0,SN2006bc, 770 1000 1500 2100,mast:JWST/product/jw03921-o006_t007_miri_f770w_i2d.jpg,3921
2024-03-15,2023-03-15 19:30:11.070,2023-03-15 20:07:19.448,0,HH26IRS-THERM,560,mast:JWST/product/jw01854-o002_t002_miri_f560w_i2d.jpg,1854
2024-03-15,2024-03-15 02:27:47.731,2024-03-15 03:08:43.691,0,SN2018hna, 770 1000 1500 2100,mast:JWST/product/jw03921-o024_t025_miri_f770w_i2d.jpg,3921
2024-03-14,2023-03-13 21:38:19.628,2023-03-14 01:19:47.643,5728,NGC5728, 560 1000 1500,mast:JWST/product/jw01670-o004_t003_miri_f560w-sub256_i2d.jpg,1670
2024-03-14,2023-03-14 12:59:35.081,2023-03-14 15:27:05.789,6397,NGC-6397,150 322,mast:JWST/product/jw01979-o001_t001_niriss_clear-f150w_i2d.jpg,1979
2024-03-10,2024-03-10 18:13:52.726,2024-03-10 19:00:02.921,0,IR07251,150 200 277 356,mast:JWST/product/jw03368-o108_t003_nircam_clear-f150w_i2d.jpg,3368
2024-03-09,2023-03-09 08:35:18.620,2023-03-09 09:00:18.018,0,RM312, 90 150 277 444,mast:JWST/product/jw02057-o007_t004_nircam_clear-f090w-sub640_i2d.jpg,2057
2024-03-07,2024-03-07 13:42:42.443,2024-03-07 14:24:03.426,0,SN2019oys, 770 1000 1500 2100,mast:JWST/product/jw03921-o026_t027_miri_f770w_i2d.jpg,3921
2024-03-06,2023-03-06 03:40:13.212,2023-03-06 07:00:06.594,5236,NGC5236-NIRCAM,115 187 200 300 335 444,mast:JWST/product/jw01783-o001_t001_nircam_clear-f115w_i2d.jpg,1783
2024-03-06,2023-03-06 00:24:30.668,2023-03-06 02:26:42.514,5236,NGC5236-MIRI,560 770,mast:JWST/product/jw01783-o002_t010_miri_f560w_i2d.jpg,1783
2024-03-06,2023-03-03 12:45:56.185,2023-03-03 22:03:46.766,0,HH46IRS-MIRI,560,mast:JWST/product/jw01706-o001_t001_miri_f560w-brightsky_i2d.jpg,1706
2024-03-03,2023-03-03 07:56:09.796,2023-03-03 08:58:07.572,5728,NGC-5728, 560 1000 1500 1800 2100,mast:JWST/product/jw02064-o063_t007_miri_f560w-sub256_i2d.jpg,2064
2024-03-02,2023-03-02 03:11:41.097,2023-03-02 04:14:08.185,5135,NGC-5135, 560 1000 1500 1800 2100,mast:JWST/product/jw02064-o061_t006_miri_f560w-sub256_i2d.jpg,2064
2024-03-01,2023-03-01 08:55:30.018,2023-03-01 18:50:05.530,2024,NGC-2024, 70 115 140 182 356 360 430 444,mast:JWST/product/jw01190-c1001_t001_nircam_clear-f070w_i2d.jpg,1190
2024-02-29,2024-02-28 08:51:52.835,2024-02-28 09:20:55.591,0,SNAP-2, 560  770 1000,mast:JWST/product/jw04498-o005_t002_miri_f560w_i2d.jpg,4498
2024-02-24,2023-02-24 00:50:42.971,2023-02-24 12:44:56.177,0,CRAB-NEBULA, 560 1130 1800 2100,mast:JWST/product/jw01714-c1002_t001_miri_f560w_i2d.jpg,1714
2024-02-22,2023-02-21 21:05:52.950,2023-02-21 22:16:44.817,5584,N5584, 90 150 277,mast:JWST/product/jw01685-o010_t005_nircam_clear-f090w_i2d.jpg,1685
2024-02-13,2024-02-13 13:47:21.859,2024-02-13 14:28:20.634,0,SN1993J, 770 1000 1500 2100,mast:JWST/product/jw03921-o002_t003_miri_f770w_i2d.jpg,3921
2024-02-09,2024-02-09 06:22:12.156,2024-02-09 09:48:51.304,0,ASASSN--21qj,770,mast:JWST/product/jw06550-o002_t001_miri_f770w_i2d.jpg,6550
2024-02-08,2023-02-08 08:22:21.595,2023-02-08 09:21:04.719,4536,NGC4536,115 444,mast:JWST/product/jw01995-o021_t020_nircam_clear-f115w_i2d.jpg,1995
2024-02-08,2024-02-08 11:39:18.142,2024-02-08 13:07:10.449,2283,NGC2283, 150  187  300  335  770 2100,mast:JWST/product/jw03707-o024_t014_nircam_clear-f150w_i2d.jpg,3707
2024-02-06,2024-02-06 17:21:19.938,2024-02-06 18:13:25.028,4303,NGC-4303-TILE-1, 200  300  335  360  770 1000 1130 2100,mast:JWST/product/jw02107-o044_t020_nircam_clear-f200w_i2d.jpg,2107
2024-02-05,2024-02-05 15:12:01.043,2024-02-05 16:40:32.582,1637,NGC1637, 150  187  300  335  770 2100,mast:JWST/product/jw03707-o016_t009_nircam_clear-f150w_i2d.jpg,3707
2024-01-31,2023-01-30 17:46:17.026,2023-02-21 22:16:44.817,5584,N5584, 90 150 277,mast:JWST/product/jw01685-o009_t005_nircam_clear-f090w_i2d.jpg,1685
2024-01-31,2023-01-30 16:01:43.664,2023-01-30 17:00:28.452,4258,NGC4258-HALO,115 444,mast:JWST/product/jw01995-o003_t003_nircam_clear-f115w_i2d.jpg,1995
2024-01-30,2023-01-30 02:02:02.573,2023-01-30 04:33:55.995,0,HORSEHEAD-FILAMENT, 560  770 1000,mast:JWST/product/jw01192-o010_t002_miri_f560w_i2d.jpg,1192
2024-01-30,2023-01-30 05:36:55.684,2023-01-30 10:26:44.487,0,HORSEHEAD-FILAMENT-IMAGING,"  70   90  140  164  187  210  212  250  300  323  335  430  444  470
  560  770 1000 1130 1280 1500 1800 2100 2550",mast:JWST/product/jw01192-o015_t015_nircam_clear-f070w_i2d.jpg,1192
2024-01-28,2024-01-27 22:47:21.910,2024-01-28 00:04:05.995,598,NGC0598NIRCAM,210 430,mast:JWST/product/jw02130-o020_t008_nircam_clear-f210m_i2d.jpg,2130
2024-01-22,2023-01-15 13:56:00.910,2023-01-22 04:16:59.444,628,NGC628-NIRCAM,150 187 277 335 444,mast:JWST/product/jw01783-o904_t008_nircam_clear-f150w_i2d.jpg,1783
2024-01-22,2023-01-22 04:27:28.072,2023-01-22 05:35:00.335,628,NGC628-NIRCAM,200 444,mast:JWST/product/jw01783-o904_t008_nircam_clear-f200w_i2d.jpg,1783
2024-01-21,2024-01-21 09:41:00.214,2024-01-21 11:49:32.244,628,NGC628,1000,mast:JWST/product/jw04486-o002_t002_miri_f1000w_i2d.jpg,4486
2024-01-18,2023-01-10 22:29:37.582,2023-01-17 15:34:30.106,6341,MESSIER-101,200 212 300 335 360,mast:JWST/product/jw02452-o002_t002_nircam_clear-f200w_i2d.jpg,2452
2024-01-17,2024-01-17 16:38:26.889,2024-01-17 18:51:25.305,1792,NGC1792, 150  187  300  335  770 2100,mast:JWST/product/jw03707-o020_t011_nircam_clear-f150w_i2d.jpg,3707
2024-01-16,2023-01-15 08:34:51.892,2023-01-15 12:36:17.945,628,NGC628-MIRI,560 770,mast:JWST/product/jw01783-o908_t016_miri_f560w_i2d.jpg,1783
2024-01-10,2024-01-09 13:23:51.915,2024-01-09 14:52:56.798,1808,NGC1808, 150  187  300  335  770 2100,mast:JWST/product/jw03707-o122_t012_nircam_clear-f150w_i2d.jpg,3707
2024-01-10,2024-01-10 12:21:18.846,2024-01-10 13:13:21.952,4321,NGC-4321, 200  300  335  360  770 1000 1130 2100,mast:JWST/product/jw02107-o043_t014_nircam_clear-f200w_i2d.jpg,2107
2024-01-09,2023-01-06 11:25:44.485,2023-01-09 00:18:53.178,224,M31-NIRCAM-PREIMAGING,150 277,mast:JWST/product/jw02609-o011_t006_nircam_clear-f150w_i2d.jpg,2609
2024-01-08,2024-01-08 03:12:19.108,2024-01-08 04:40:53.462,1068,NGC1068, 150  187  300  335  770 2100,mast:JWST/product/jw03707-o128_t002_nircam_clear-f150w_i2d.jpg,3707
2023-12-27,2023-12-27 09:35:11.794,2023-12-27 12:26:58.400,1097,NGC1097, 150  187  300  335  770 2100,mast:JWST/product/jw03707-o004_t003_nircam_clear-f150w_i2d.jpg,3707
2023-12-27,2023-12-27 07:56:26.999,2023-12-27 08:55:33.548,2090,NGC2090, 150  187  300  335  770 2100,mast:JWST/product/jw03707-o022_t013_nircam_clear-f150w_i2d.jpg,3707
2023-12-23,2022-12-23 07:42:28.660,2022-12-23 09:23:05.349,891,NGC891-EXTRAPLANAR, 70 277 770,mast:JWST/product/jw02180-o010_t004_nircam_clear-f070w_i2d.jpg,2180
2023-12-10,2023-12-09 11:15:10.917,2023-12-09 17:34:32.276,1300,2022ACKO, 560  770 1000,mast:JWST/product/jw02122-o003_t002_miri_f560w_i2d.jpg,2122
2023-12-08,2022-11-26 12:47:39.887,2022-11-26 13:51:47.583,3227,NGC-3227, 560 1000 1500 1800 2100,mast:JWST/product/jw02064-o007_t004_miri_f560w-sub256_i2d.jpg,2064
2023-12-06,2023-12-04 16:19:46.356,2023-12-04 16:34:16.098,253,NGC-253-IM-CENTER,212 335,mast:JWST/product/jw01701-o057_t021_nircam_clear-f212n_i2d.jpg,1701
2023-11-26,2023-11-25 21:44:05.775,2023-11-25 23:16:19.330,1511,NGC1511, 150  187  300  335  770 2100,mast:JWST/product/jw03707-o010_t006_nircam_clear-f150w_i2d.jpg,3707
2023-11-21,2022-11-21 06:33:22.613,2022-11-21 07:24:12.456,0,CASSIOPEIA-A-KNOT1, 560  770 1500,mast:JWST/product/jw01947-c1005_t002_miri_f560w_i2d.jpg,1947
2023-11-21,2022-11-21 07:40:54.257,2022-11-21 08:31:24.708,0,CASSIOPEIA-A-KNOT2, 560  770 1500,mast:JWST/product/jw01947-c1007_t008_miri_f560w_i2d.jpg,1947
2023-11-21,2022-11-21 08:44:38.381,2022-11-21 09:35:19.904,0,CASSIOPEIA-A-KNOT3, 560  770 1500,mast:JWST/product/jw01947-o006_t009_miri_f560w_i2d.jpg,1947
2023-11-16,2022-11-16 12:54:42.966,2022-11-16 14:11:41.330,253,NGC-253, 90 115 150 277 356 444,mast:JWST/product/jw01638-o004_t004_niriss_clear-f090w_i2d.jpg,1638
2023-11-08,2022-11-07 12:19:28.572,2022-11-07 16:04:49.867,0,HH212-POS1,164 210 335 460 466 470,mast:JWST/product/jw01258-o001_t002_nircam_f150w2-f164n_i2d.jpg,1258
2023-11-08,2022-11-07 16:17:45.646,2022-11-07 20:00:23.805,0,HH212-POS2,164 210 212 335 460 466,mast:JWST/product/jw01258-o002_t003_nircam_f150w2-f164n_i2d.jpg,1258
2023-11-07,2022-11-05 21:49:06.936,2022-11-06 22:55:44.395,0,CASSIOPEIA-A-CENTER,162 356 444,mast:JWST/product/jw01947-o013_t001_nircam_f150w2-f162m_i2d.jpg,1947
2023-11-07,2022-11-05 19:58:37.533,2022-11-05 21:13:16.709,7250,NGC7250,115 444,mast:JWST/product/jw01995-o014_t014_niriss_clear-f115w_i2d.jpg,1995
2023-11-06,2023-11-04 13:32:51.654,2023-11-05 05:40:24.115,253,NGC-0253, 770 2100,mast:JWST/product/jw02987-o003_t001_miri_f770w_i2d.jpg,2987
2023-11-04,2022-11-04 07:04:00.231,2022-11-04 08:06:03.064,7172,NGC-7172, 560 1000 1500 1800 2100,mast:JWST/product/jw02064-c1021_t008_miri_f560w-sub256_i2d.jpg,2064
2023-11-01,2022-10-31 21:09:49.447,2022-10-31 23:33:35.335,0,CRAB-NEBULA-NIRCAM,162 480,mast:JWST/product/jw01714-o006_t005_nircam_f150w2-f162m_i2d.jpg,1714
2023-10-31,2023-09-22 03:04:53.304,2023-09-22 07:30:33.637,0,SGRA,210 480,mast:JWST/product/jw02235-o005_t001_nircam_clear-f210m-sub640_i2d.jpg,2235
2023-10-28,2023-10-28 19:51:31.862,2023-10-28 20:28:51.982,300,NGC0300NIRCAM,200 444,mast:JWST/product/jw02130-o011_t009_nircam_clear-f200w_i2d.jpg,2130
2023-10-26,2022-10-26 07:36:34.753,2022-10-26 08:50:54.296,0,LDN-694, 90 356,mast:JWST/product/jw01187-o073_t002_nircam_clear-f090w_i2d.jpg,1187
2023-10-26,2022-10-26 00:54:59.708,2022-10-26 02:01:16.400,0,CASSIOPEIA-A-1-RETURN, 560  770 1000 1130 1280 1800 2100 2550,mast:JWST/product/jw01947-o015_t012_miri_f560w_i2d.jpg,1947
2023-10-26,2022-10-26 03:32:26.163,2022-10-26 04:38:53.991,0,CASSIOPEIA-A-3-RETURN, 560  770 1000 1130 1280 1800 2100 2550,mast:JWST/product/jw01947-o017_t014_miri_f560w_i2d.jpg,1947
2023-10-26,2022-10-26 02:14:57.848,2022-10-26 03:20:44.012,0,CASSIOPEIA-A-2-RETURN, 560  770 1000 1130 1280 1800 2100 2550,mast:JWST/product/jw01947-o016_t013_miri_f560w_i2d.jpg,1947
2023-10-25,2022-10-24 21:36:17.049,2022-10-25 00:00:29.836,0,HH110BOW,212 460 560,mast:JWST/product/jw01293-o003_t003_nircam_clear-f212n_i2d.jpg,1293
2023-10-20,2023-10-20 01:29:08.950,2023-10-20 01:45:04.595,7793,NGC7793NIRCAM,200 444,mast:JWST/product/jw02130-o007_t007_nircam_clear-f200w_i2d.jpg,2130
2023-10-19,2022-10-18 00:35:36.267,2022-10-18 01:38:41.533,3034,M-82-IM-CENTER,140 164 212 250 335 360,mast:JWST/product/jw01701-o052_t007_nircam_clear-f140m-sub640_i2d.jpg,1701
2023-10-17,2022-10-16 12:55:14.814,2022-10-16 14:11:06.297,300,NGC-300, 90 115 150 277 356 444,mast:JWST/product/jw01638-o002_t002_niriss_clear-f090w_i2d.jpg,1638
2023-10-11,2022-10-10 12:48:26.331,2022-10-10 14:02:05.676,346,NGC-346-TILE-6,"  90  115  150  187  200  277  335  356  444  480  770 1000 1130 1500
 2100",mast:JWST/product/jw01227-o017_t018_nircam_clear-f090w_i2d.jpg,1227
2023-10-11,2022-10-10 05:13:01.254,2022-10-10 12:35:30.673,346,NGC-346, 770 1000 1130 1500 2100,mast:JWST/product/jw01227-o001_t005_miri_f770w_i2d.jpg,1227
2023-10-11,2023-10-11 08:51:11.301,2023-10-11 09:52:41.081,1546,NGC1546, 150  187  300  335  770 2100,mast:JWST/product/jw03707-o012_t007_nircam_clear-f150w_i2d.jpg,3707
2023-10-05,2023-10-05 07:17:41.745,2023-10-05 08:23:34.757,1809,NGC1809, 150  187  300  335  770 2100,mast:JWST/product/jw03707-o018_t010_nircam_clear-f150w_i2d.jpg,3707
2023-10-04,2023-10-04 14:53:52.490,2023-10-04 15:54:58.463,0,IC5273, 150  187  300  335  770 2100,mast:JWST/product/jw03707-o118_t054_nircam_clear-f150w_i2d.jpg,3707
2023-10-04,2023-10-04 16:23:27.909,2023-10-04 17:23:35.514,7456,NGC7456, 150  187  300  335  770 2100,mast:JWST/product/jw03707-o120_t055_nircam_clear-f150w_i2d.jpg,3707
2023-10-03,2022-10-03 02:29:54.311,2022-10-03 03:47:15.843,2403,NGC-2403, 90 115 150 277 356 444,mast:JWST/product/jw01638-o001_t001_niriss_clear-f090w_i2d.jpg,1638
2023-10-03,2022-09-26 14:18:39.522,2022-10-02 00:13:06.216,1976,TRAPEZIUM-CLUSTER-P1,115 140 162 187 212 300 335 444 470,mast:JWST/product/jw01256-o002_t001_nircam_clear-f115w_i2d.jpg,1256
2023-09-27,2023-03-25 14:39:40.611,2023-03-27 06:32:54.955,4258,M-106,162 164 182 187 210 212 300 335 360 430 444 466,mast:JWST/product/jw02080-o001_t001_nircam_f150w2-f162m_i2d.jpg,2080
